127.0.0.1 - - [12/Mar/2025:20:50:01 +0700] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:02:54 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4603
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:02:54 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4603
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:03:03 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4612
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:03:03 +0700] "GET /Project3/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:04:19 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4576
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:04:19 +0700] "GET /Project3/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:04:26 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4572
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:04:53 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4572
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:04:54 +0700] "GET /Project3/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:04:57 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4572
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:04:59 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4567
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:04:59 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4567
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:05:29 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4595
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:05:29 +0700] "GET /Project3/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:06:09 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4583
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:06:09 +0700] "GET /Project3/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:06:34 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4587
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:06:49 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4583
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:06:49 +0700] "GET /Project3/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:10:18 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4624
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:10:18 +0700] "GET /Project3/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:10:19 +0700] "GET /Project3/ChiTieu/categores.jsp HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:10:35 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:10:35 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:10:36 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:10:36 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 7088
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:10:53 +0700] "GET /Project3/ChiTieu/updateCategory.jsp?category_id=11 HTTP/1.1" 200 1312
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:10:54 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 7088
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:10:55 +0700] "GET /Project3/ChiTieu/addcategory.jsp HTTP/1.1" 200 1333
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:10:56 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 7088
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:10:59 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 7088
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:11:00 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 7088
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:12:33 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 7163
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:12:57 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 7156
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:12:58 +0700] "GET /Project3/ChiTieu/dashboard.jsp HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:13:27 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:13:27 +0700] "GET /Project3/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:13:29 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 7156
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:13:30 +0700] "GET /Project3/ChiTieu/dashboard.jsp HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:14:33 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 7156
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:14:34 +0700] "GET /Project3/ChiTieu/dashboard.jsp HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:14:39 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 7156
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:14:48 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:14:48 +0700] "GET /Project3/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:16:57 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 7152
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:16:59 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:16:59 +0700] "GET /Project3/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:00 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 7152
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:02 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:03 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 7152
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:07 +0700] "GET /Project3/categories?action=delete&category_id=22 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:07 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 6689
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:10 +0700] "GET /Project3/ChiTieu/updateCategory.jsp?category_id=20 HTTP/1.1" 200 1305
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:19 +0700] "POST /Project3/categories HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:19 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 6692
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:23 +0700] "GET /Project3/categories?action=delete&category_id=21 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:23 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 6232
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:24 +0700] "GET /Project3/ChiTieu/addcategory.jsp HTTP/1.1" 200 1322
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:28 +0700] "GET /Project3/ChiTieu/addcategory.jsp HTTP/1.1" 200 1322
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:29 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 6232
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:30 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:31 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 6232
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:33 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:41 +0700] "GET /Project3/login.jsp HTTP/1.1" 200 2361
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:41 +0700] "GET /Project3/styles.css HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:43 +0700] "GET /Project3/register.jsp HTTP/1.1" 200 2025
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:43 +0700] "GET /Project3/styles.css HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:46 +0700] "GET /Project3/login.jsp HTTP/1.1" 200 2361
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:46 +0700] "GET /Project3/styles.css HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:52 +0700] "POST /Project3/user HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:52 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:53 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 6232
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:17:59 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:18:02 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 6232
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:18:06 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4625
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:18:22 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4637
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:18:42 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4644
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:18:42 +0700] "GET /Project3/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:21:38 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 6232
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:21:40 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4683
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:21:40 +0700] "GET /Project3/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:22:04 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4683
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:23:25 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4683
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:23:41 +0700] "GET /Project3/ HTTP/1.1" 404 765
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:24:06 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4683
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:24:06 +0700] "GET /Project3/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:24:13 +0700] "GET /Project3/ChiTieu/categories.jsp HTTP/1.1" 200 6232
0:0:0:0:0:0:0:1 - - [12/Mar/2025:21:24:14 +0700] "GET /Project3/dashboard.jsp HTTP/1.1" 200 4683
